inscribed_circle_radius,symmetry_angle,area_ratio,R_min,R_max,R_mean,R_median,R_std,G_min,G_max,G_mean,G_median,G_std,B_min,B_max,B_mean,B_median,B_std,circle_R_mean,circle_G_std,circle_B_median,aspect_ratio,eccentricity,compactness,roundness,orientation,solidity,edge_density,glcm_homogeneity,glcm_energy,wings_body_ratio,central_rgb_variation,ID,bug_type,species
128.1288414058287,45.0,0.506544070804514,5,208,68.04751023249808,56.0,47.93924100148832,3,199,54.839850877833236,37.0,45.28835955779891,0,193,39.86166897798539,24.0,36.227539994619065,43.86538424247125,23.410714415981474,16.0,1.087241264621099,0.3924834742242959,324.206108015558,0.03876043758483457,1.060969998423143,0.6470385224581136,0.017528241618932777,0.9128457910028759,0.5040857042627094,2.4533627044105972,54.96887726178823,1,Bee,Apis mellifera
109.65856099730654,36.59631378752006,0.4318311994609164,2,248,63.72182885676946,55.0,42.12142537028327,2,251,52.00859227183178,34.0,42.82417148563122,0,244,35.67572219946555,19.0,34.57249459018058,47.625784248841825,23.834490770605797,11.0,1.2446846433749212,0.5954176346237844,309.4693737444874,0.04060618491035098,1.3225988669433022,0.5653430080610479,0.014586454261025577,0.9385744919911084,0.5822142062858164,4.428288710181921,47.367045162662144,2,Bee,Apis mellifera
179.17589123540031,16.92939696899788,0.448143262987013,3,255,107.16541956274008,114.0,58.773790261029895,0,255,87.77819096349627,86.0,60.057835955178724,0,255,63.37253692257767,52.0,54.8224666733894,87.23047940112042,43.63984880455247,18.0,1.0302327208850997,0.24047846411871768,218.15997321509823,0.0576016325504824,-0.47103894867670226,0.6272669175601789,0.021222834251356654,0.0,0.0,4.255206589653071,52.02078427419115,3,Bee,Apis mellifera
104.34557968596465,3.5412173196371954,0.4273901033558208,5,219,87.5494458585635,88.0,46.31404842692584,3,213,70.98628322081865,61.0,46.06838549746201,0,201,50.38663736541715,36.0,37.41529918975786,68.74780041507118,24.57286238761261,18.0,1.4756782441929344,0.7353804329301628,351.45260184680205,0.03575552022755218,-1.4315634902369745,0.6087434386675419,0.016443387202181997,0.9312140199746194,0.5744935889985093,8.245691867657488,38.92588206379117,4,Bee,Apis mellifera
88.81441324469807,10.298319778692324,0.3962208044982699,6,255,123.1543699256328,134.0,62.351631899223044,0,250,100.87167906119943,91.0,63.02067974773602,0,245,80.91900570830775,63.0,60.61350165520314,90.97135132954041,31.836262245526694,21.0,1.316818486995131,0.6506169115645022,239.98673017239088,0.05236277274719443,-1.1922841704374303,0.5670706700747737,0.023787596083466648,0.9217327173067558,0.601839099397688,7.871959942563044,60.39482307226043,5,Bee,Apis mellifera
73.78346698278686,-45.0,0.43975074404761905,7,201,100.42404438616528,109.0,49.633553121210376,4,199,84.32272323505774,78.0,51.35771431423214,0,204,68.30593742509483,55.0,48.96519016320326,77.68448134721085,24.69810219471758,23.0,1.5511909824989203,0.7644644006510309,181.7859760113534,0.0691272830285563,1.3629852818199755,0.6366974288997415,0.017110094672970023,0.9280647569948195,0.5610952192736174,7.2937149367424645,61.66715170326008,6,Bee,Apis mellifera
113.37107214805724,45.0,0.4786797086720867,11,238,91.57276600763707,87.0,41.357830710126805,9,234,72.71503973343948,70.0,36.72961629244075,4,223,50.97657275126424,42.0,34.684918172706126,106.67204101344825,26.244518572397993,36.0,2.296524364375689,0.9002174536330694,190.17363414577832,0.06607840603564621,-0.3401466370719932,0.7140962066896182,0.01440229041209527,0.9199504849996688,0.5203434596658383,2.35952768228242,75.96909415943173,7,Bee,Apis mellifera
87.05170877128145,45.0,0.3283383467515999,4,168,55.44402654122085,46.0,35.52406748615802,4,171,43.03551179422695,31.0,35.36945688988881,3,183,36.65892173483479,24.0,37.0618365316326,60.644894358802034,15.530703004217058,18.0,2.0591937607783355,0.8741661504526851,202.0082935643877,0.06220720146004201,0.7762734271364715,0.5857894961838086,0.011655315587834515,0.9615222189726244,0.6771590861386457,6.482592571259976,62.88854458265064,8,Bee,Apis mellifera
32.0,0.27200574205295935,0.42692752849002846,6,255,87.59604122134752,93.0,52.744429703943844,3,255,71.36752805148613,64.0,51.89940928624071,0,254,68.21995724936134,57.0,54.63248148173798,160.80118232731797,30.18015158554767,128.0,1.165444079847068,0.5135794785864793,232.12364700663161,0.0541365379030089,-0.4567587056419029,0.6854165012308425,0.021575031513956358,0.9187489177563415,0.5752452769233358,52.66163802931798,44.63970143957497,9,Bee,Apis mellifera
77.0,-39.05684973220563,0.5375744047619048,4,255,82.9626033439869,80.0,52.428151869236636,0,255,63.616741065532636,48.0,48.94021772637199,0,255,60.416968224200325,44.0,50.82316751657229,99.15903718031377,34.20613664272404,49.0,1.1357646072758398,0.47411276176489237,156.29485472128295,0.0804016910010793,-1.0298927457046791,0.6829563084027853,0.021776560886079255,0.0,0.0,19.32533982295856,41.46330185217309,10,Bee,Apis mellifera
100.41912168506553,37.50559450603159,0.5802134483835258,12,255,120.44402013061664,124.0,45.80857770636268,2,246,89.04546205024093,90.0,42.44762045804367,0,255,82.2986051659614,80.0,46.704382285492365,120.21581870975886,34.18814154842339,60.0,1.2677895514206856,0.6146827430995575,127.36196120165592,0.09866659162434277,-0.5232588337344513,0.7535689599557625,0.033055940944204255,0.8345873391008037,0.42095884681245177,9.324048454464036,42.14062857873936,11,Bee,Apis mellifera
52.49761899362675,33.07058858101105,0.5395604806541683,10,235,109.42033281199103,108.0,44.64914741761872,0,195,75.59738666580418,72.0,37.59021817221442,0,255,82.69881739234897,73.0,51.193259185305934,129.61284361284362,26.041546569945943,56.0,1.0724439465538578,0.3612999030899757,133.16870363189742,0.0943642933484951,-1.3966312077363052,0.7072145005628543,0.014987030937860418,0.9195582613490446,0.46689922717935406,48.993709145086015,51.72441685608959,12,Bee,Apis mellifera
161.96913286178943,19.915642920543313,0.5403556129659071,5,255,104.90978582337708,100.0,47.944803086187974,3,255,78.34177082641631,71.0,42.864686142349335,0,255,52.57335791963141,43.0,39.54438728683628,103.91360211596559,39.1775309750767,40.0,2.2510002626950016,0.8959043742890133,233.74577618454083,0.053760845733691894,1.508655165702465,0.6383437293153651,0.02232247034508302,0.0,0.0,3.750818125170334,62.563926138344385,13,Bee,Apis mellifera
60.166435825965294,0.10444426952385776,0.47821689577170695,10,255,137.16819790932314,136.0,52.05695427637188,0,245,107.28695259970134,103.0,48.88175990571724,0,255,99.55541658138706,91.0,51.475646989027865,133.51499692145308,47.32237267626256,86.0,1.2151101416803043,0.5680838726578105,129.95635983088448,0.09669684985569088,1.4780879347081448,0.7286752338578045,0.032788560191712786,0.8755460936041184,0.5217197901458492,22.19951484833121,50.83183803773819,14,Bee,Apis mellifera
119.5198728245642,15.060193000049406,0.36583794653780277,9,255,123.59907881055265,125.0,51.20961416821675,0,254,94.88776432598506,98.0,45.321823693079914,0,255,80.77410741810924,82.0,41.512517602470275,178.84645037657648,36.34356542245379,84.0,1.2497793484098,0.5998116312066757,463.2385697625293,0.027127211408154314,-0.9219013461882124,0.5081891035002841,0.030787850993721468,0.8954991224400723,0.6294808682119922,7.529100587681122,54.626782889928386,15,Bee,Apis mellifera
115.43396380615195,-15.242765314570683,0.34699129057798894,13,255,107.13392445249139,100.0,46.72608793315985,0,255,87.01746819117538,84.0,40.78430692545833,0,255,66.9120712319254,62.0,34.58159869498639,97.9600812231247,41.67231672273328,50.0,1.8412757299514904,0.8396669167777108,238.74832520174212,0.05263438226735455,-1.3297329484891638,0.5330627408724624,0.025414446804572492,0.0,0.0,8.631471895718017,55.069636511439235,16,Bee,Apis mellifera
127.94530081249565,45.0,0.3465905538884721,3,255,122.8220562538752,117.0,48.48276636293121,0,255,106.66771602502678,110.0,47.31928407251899,0,255,74.72592018488247,66.0,44.36364280107934,147.09110350727119,52.1442825566466,80.0,1.1138713775275884,0.4404651193206806,181.93176715565056,0.0690718878336849,-0.23714800711308492,0.5625794749342796,0.04263396632189667,0.0,0.0,5.899371644210912,50.615173121991255,17,Bee,Apis mellifera
201.0,5.3155630433332846,0.2985459067147135,17,255,136.9983546140629,133.0,49.8757636726998,0,255,112.85794733550695,110.0,47.93034576335898,0,255,96.06933085614712,88.0,48.80779762841095,152.06641138976212,47.93537874627892,95.0,1.1141129300979895,0.4408616331326853,198.72623725005866,0.06323458234931917,-1.2069578988155818,0.49452934994745534,0.043396480530009045,0.0,0.0,1.5953116598167807,47.021299910810775,18,Bee,Apis mellifera
140.356688476182,44.882534393828536,0.4712303099593496,7,255,107.67017677465444,107.0,37.626450716839734,0,255,88.37772693269353,96.0,38.37925075192442,0,255,65.9114812543385,63.0,33.295227202368565,113.94520835689703,38.274980619621935,56.0,1.2896197412072359,0.6314429059261872,234.832993028919,0.053511946734042005,1.4873358262416987,0.7201755045878239,0.033464414282527076,0.86467601423996,0.5292364809935224,3.7950395149073146,15.50115110596274,19,Bee,Apis mellifera
155.1934276958918,13.131459595421212,0.41613668646694213,9,255,91.69714620654284,88.0,55.1775103897782,0,255,68.2985740729966,61.0,47.40705672418694,0,255,60.55888710028467,49.0,45.91917813361543,86.9575083925881,45.399667887434475,33.0,1.3709541602702817,0.6840672012886131,91.85108391265607,0.13681243681684702,0.32098567811551926,0.6336454800176965,0.029707206298163286,0.0,0.0,5.1329202563297445,43.22766809421859,20,Bee,Apis mellifera
79.12016177940993,0.5553868005968832,0.3883092508879561,14,235,123.07263207130421,119.0,41.17572250549378,3,207,101.77038952264637,104.0,37.92910403847793,0,255,100.19212639347245,97.0,45.56362585549041,124.08793164827341,44.47546121952654,68.0,1.7144378213316165,0.8122700285466187,480.23052735535083,0.026167371498773077,-1.2678735210541159,0.5617349366637765,0.023983941166298327,0.9070953130713317,0.6080891878066473,18.56792228436233,26.77939394353066,21,Bee,Apis mellifera
103.24727599312246,0.23504903005295233,0.426159793814433,9,255,146.0530813426066,162.0,68.46072646465323,0,255,105.81957060780164,111.0,59.367176142051946,0,255,103.84837617175688,99.0,66.67865119952364,181.1408985005078,57.225143028266,104.0,1.1358865288765287,0.4742882240314994,233.1182691553981,0.05390555901040235,-1.4519667496370212,0.598721086858914,0.02863810794940463,0.0,0.0,8.874772923168816,63.65946450384155,22,Bee,Apis mellifera
114.0,0.09755536878446416,0.422157240464679,4,255,116.20757394626112,119.0,46.689777096086225,0,255,98.58078602620087,103.0,47.24168965257269,0,255,81.47807522250362,77.0,45.55957931479726,122.16046631236071,39.560658737925955,56.0,2.6799439891466585,0.9277741929778348,275.1069795664682,0.045678123594545254,1.0346085459364514,0.7020078653606585,0.023919019337611643,0.8943472818799304,0.5751383748444067,8.854796678647793,22.689768962103113,23,Bee,Apis mellifera
112.61438629233834,45.0,0.5232020202803275,0,255,77.34815552933725,75.0,44.13049216036781,0,255,51.62851469964494,44.0,34.6493637385616,0,255,50.1551255669916,38.0,39.5602271190295,55.35400140576363,32.122131451931374,21.0,1.0961012171559315,0.40946794525974184,145.96208498613095,0.08609338935897776,0.011824795861320425,0.6810342326569381,0.01793946261883075,0.0,0.0,12.55141215576223,54.14103544759564,24,Bee,Megachile centuncularis
