area_ratio,R_min,R_max,R_mean,R_median,R_std,G_min,G_max,G_mean,G_median,G_std,B_min,B_max,B_mean,B_median,B_std,area,perimeter,eccentricity,solidity,extent,convex_area,major_axis_length,minor_axis_length,aspect_ratio,compactness,roundness,orientation,contrast,dissimilarity,homogeneity,energy,edge_density,H_mean,H_std,S_mean,S_std,V_mean,V_std,ID,bug_type,species
0.0074280416666666,5,208,68.08574489687165,56.0,47.955398851745045,3,199,54.88274724719952,37.0,45.31119677847598,0,193,39.89196905869088,24.0,36.25074695745675,178109.0,7598.948986046887,0.3924834742242959,0.6470385224581136,0.506544070804514,275268.0,562.4286203217055,517.298817312375,1.087241264621099,324.206108015558,0.0387604375848345,1.060969998423143,3.3674945881280616,0.3721089210436368,0.913425714653336,0.507533451606355,0.0175287905974001,0.1274538433235092,0.1940676934645531,0.445013607041826,0.1636050560681269,0.267361349188725,0.1879118428812267,1,Bee,Apis mellifera
0.008553,2,248,63.786497914961615,55.0,42.15350758236679,2,251,52.07965041505904,34.0,42.86612366914757,0,244,35.735146537277366,19.0,34.61711714803009,205068.0,7966.320702497142,0.5954176346237844,0.5653430080610479,0.4318311994609164,362732.0,684.682843642005,550.0853949523391,1.2446846433749212,309.4693737444874,0.0406061849103509,1.3225988669433022,3.0254153314218253,0.3102146230392983,0.9386255514251352,0.5863480283614018,0.0145817222495472,0.135394799180208,0.1883625091250915,0.4866347387703342,0.219261500280832,0.250344296883179,0.1652416887581179,2,Bee,Apis mellifera
0.022093125,3,255,107.17633313530791,114.0,58.77135873718156,0,255,87.79470989278339,86.0,60.05760424323768,0,255,63.38304336756344,52.0,54.82359568930816,530028.0,10753.180658914463,0.2404784641187176,0.6272669175601789,0.448143262987013,844980.0,951.6032521389236,923.6779543571248,1.0302327208850997,218.15997321509823,0.0576016325504824,-0.4710389486767022,2.075203272673112,0.2706158434208031,0.9202739584252488,0.5663962375678783,0.0212185679754208,0.0975113215528246,0.0757045752110921,0.490019777462633,0.2407498939765802,0.4204134348865292,0.2304593200346215,3,Bee,Apis mellifera
0.013187375,5,219,87.58824254258334,88.0,46.32258744701816,3,213,71.03185180270272,61.0,46.08575993578402,0,201,50.43253490554413,36.0,37.445620697219006,316255.0,10542.70565827674,0.7353804329301628,0.6087434386675419,0.4273901033558208,519521.0,864.4947812239187,585.828777123919,1.4756782441929344,351.45260184680205,0.0357555202275521,-1.4315634902369745,3.339581394342113,0.3216515876279734,0.9324249855597192,0.5751716700576709,0.0164440974148694,0.1132574598472405,0.1406600583950731,0.4652631780133111,0.1839184958775523,0.3437339151435131,0.1813476777678186,4,Bee,Apis mellifera
0.009164625,6,255,123.1770030597724,134.0,62.355944159380286,0,250,100.8979636373556,91.0,63.029354606891445,0,245,80.94616982873458,63.0,60.62496157686189,219855.0,7263.765040394065,0.6506169115645022,0.5670706700747737,0.3962208044982699,387703.0,748.7766435014498,568.6255553793866,1.316818486995131,239.98673017239088,0.0523627727471944,-1.1922841704374303,4.143323709852039,0.3425405990617106,0.9231908972292744,0.6019612856460786,0.0237839430944362,0.111430146408926,0.1694964309069128,0.401117170318329,0.2291897341592959,0.483126839034826,0.2444385076627896,5,Bee,Apis mellifera
0.0059168333333333,7,201,100.47562040505902,109.0,49.63504030114972,4,199,84.3832779358328,78.0,51.36793580317763,0,204,68.36625024647194,55.0,48.98237133305548,141846.0,5077.953677743273,0.7644644006510309,0.6366974288997415,0.439750744047619,222784.0,603.7536349244407,389.21940736904776,1.5511909824989203,181.7859760113534,0.0691272830285563,1.3629852818199757,2.9787744635406312,0.2928577637591892,0.9295449800230012,0.5611711511790299,0.0171175986543503,0.1334542543787937,0.1942957549202892,0.3777836084164194,0.204438047847531,0.394631965628143,0.1946919940759099,6,Bee,Apis mellifera
0.00565875,11,238,91.57896325749208,87.0,41.37874968559628,9,234,72.75433325970106,70.0,36.76008197680118,4,223,50.997989838745305,42.0,34.73129526181651,135654.0,5079.154867338799,0.9002174536330694,0.7140962066896182,0.4786797086720867,189966.0,661.2506404524784,287.93539084974594,2.296524364375689,190.17363414577832,0.0660784060356462,-0.3401466370719932,3.733164506819081,0.3542668779356006,0.9204488685427584,0.5197237800565501,0.0143995014362935,0.1837665029985208,0.25407212056841,0.4649856974991393,0.1984591922405328,0.3680053881504004,0.1567252681491451,7,Bee,Apis mellifera
0.0074540833333333,4,168,55.60429406701025,47.0,35.66732309580311,4,171,43.2401647866382,31.0,35.56519093882558,3,183,36.929926550324765,24.0,37.34231347870392,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12566370.614359174,-0.7853981633974483,0.0,0.0,0.0,0.0,0.0118742875107082,0.2370685078195348,0.3169184054483726,0.3991501598245838,0.2237333164521232,0.2214416847019191,0.1429436195993563,8,Bee,Apis mellifera
0.0071994166666666,6,255,87.62007338557522,93.0,52.73279931795231,3,255,71.39061613788154,64.0,51.894715129430246,0,254,68.25091731969026,57.0,54.63180011861349,172629.0,6330.187442651901,0.5135794785864793,0.6854165012308425,0.4269275284900284,251860.0,622.7739342863807,534.3662086027349,1.165444079847068,232.1236470066316,0.0541365379030089,-0.4567587056419029,2.405473487100227,0.3090422264494908,0.9194702382673624,0.5788679009951403,0.0215727078204269,0.2116196519556702,0.3225305801102941,0.3564145450898587,0.2370472257821114,0.3466083513029717,0.2102623816626013,9,Bee,Apis mellifera
0.0157834583333333,4,255,82.97670029012441,80.0,52.421580903076965,0,255,63.63256362805997,48.0,48.94095558910766,0,255,60.44038193995296,45.0,50.82663964478578,88.0,86.0,1.0,1.0,1.0,88.0,101.6070863670443,0.0,101607086.36704431,84.04545454545455,0.1495187417608987,1.5707963267948966,0.3103448275862069,0.3103448275862069,0.8448275862068966,0.5386992255379536,0.021773512378542,0.2307986256779925,0.3451437630983675,0.4102870886721609,0.231166962534966,0.328042218436993,0.2087463561336914,10,Bee,Apis mellifera
